Title,Title_URL,Image,text_text_cg3pf,text_text_cg3pf1,User,typography_typography_exx2d,typography_typography_exx2d2
Why you need a corporate wiki — and how to build one,https://www.notion.so/blog/corporate-wiki,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4BLeUH9biAdPkl9km4X8K3/3b53899a25c8f008c5f426935054579b/Screenshot_2023-03-30_at_9.04.13_AM.png",For Teams,Hoping to improve productivity and streamline team or company-wide communication? A corporate wiki might be the solution you've been looking for.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
AI is the future. So how can we benefit from it?,https://www.notion.so/blog/why-is-ai-important,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1FJWfDiV5U6RXOWDRN7BrD/69428b68fa5ac9517acfd4bd2f7938c9/ai-mind-master-virtual-inspiration-desktop.png",For Teams,"Curious about the future of AI and why it’s important? Explore the latest trends, research, and innovations in AI and discover how they can impact your business.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
How AI can improve your business forecasting,https://www.notion.so/blog/ai-can-make-forecasting-better,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/2KReqZiqyRWzRwJOscBckx/9ab9e793a4ee8bb46e99b04a0a6bd1b3/product-launch-assets-w-notion-ai-jess-petrella-desktop.png",For Teams,"Learn how AI can make forecasting better by using machine learning and statistical models to accurately process and analyze data.
","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
Operational plans: Set your business up for success,https://www.notion.so/blog/operational-plan,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6UHvHKVojmTDQgnMCrtmF2/2d90b83bf044aaff89d9d929455543ac/product-vision-board-thumbnail.png",For Teams,Give your team a clear path forward with an operational plan. Use Notion to write a plan and break down goals into actionable tasks without missing a beat.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
AI for blogging: Is it worth it?,https://www.notion.so/blog/ai-blogging,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1BAK1vVc0xMtUcFtR0bB02/da02b20c03e4036210176e2caa54f445/AI_Blog_Post_Generator.jpeg",For Teams,"AI for blogging streamlines your content creation workflows, supports your research and organization efforts, and reduces overhead in producing quality content in a fast-paced environment.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
The pros and cons of AI translators,https://www.notion.so/blog/ai-translations,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/2kl2RFUbfuAe8vhVQw6CZ7/7f104954dbafbdf7199d578d0680e122/translator-s-dashboard-maria-fernanda-gonzalez-desktop.png",For Teams,"AI translators have been around for a while, but recent improvements increase their contextual support. Learn how AI translations ease global communication.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
"Welcome Erica Anderson, Notion’s new CRO",https://www.notion.so/blog/erica-anderson-notions-new-cro,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/2vN30UhtWmJyoXIk9345DV/ff381cb4b8b0558e64e19057dbd92e3a/Erica-new-CRO.png",Notion HQ,Erica Anderson joins at Notion's new CRO. We sat down with her to discuss why she's excited to join the team.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/XtADuDGfu1aBt0o7FHA7P/e11bafcd6537fd0067e9b02323697495/Notion-Ivan.png",Ivan Zhao,Co-founder & CEO
How to leverage AI-generated scripts to brainstorm better,https://www.notion.so/blog/ai-generated-script,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/GhpajTyRzarm2Dg43kBgG/4e15b3e29c32ac854efb9b028902318e/ai-script-writing.png",For Teams,"AI-generated scripts are great for supplementing your creativity, but they won’t be replacing screenwriters any time soon.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
How Notion’s product team brings context and clarity to work (with a template you can use),https://www.notion.so/blog/how-notions-product-team-brings-context-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1MtVpDJhb3tTjEcv9cWT6a/e1d7ea34d23e48c7952e66f336081471/notion-product-team-os-template.png",For Teams,"In this post, we’ll cover Notion's Product team OS template in-depth, all of its pieces, and share how you can put it to use for your team. ","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/jgyiijyOvAvAYMgr3oGZQ/ec1ffb63bab78db11972d12be2aded3b/T024JLF7A-U048QBE7T36-e5e74eb80885-512.png",Drew Evans,Marketing
Don’t let action items die: connect meeting notes to project docs to make more impact,https://www.notion.so/blog/connect-meeting-notes-to-projects,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/50EcSgAqVo1af4kO5l6rJ4/a78d9590f701ad12beb48cd62d6a9a2e/projects-to-meeting-notes.png",For Teams,"When meeting notes and project docs are connected, both benefit. Meetings become actionable, and projects stay on track.","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Nate Martins,Marketing
How Notion launches brand campaigns (and a template you can use),https://www.notion.so/blog/how-notion-launches-brand-campaigns-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6yth02TsI22k0abwytEsQd/694bb9c333184a63769d6e60064cdba7/thumbnail-notion-brand-campaign-brief.png",For Teams,Learn how Notion's brand team launches global campaigns and learn how you can use get the most out of our template.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/jgyiijyOvAvAYMgr3oGZQ/ec1ffb63bab78db11972d12be2aded3b/T024JLF7A-U048QBE7T36-e5e74eb80885-512.png",Drew Evans,Marketing
Oyster’s global team stays connected through hyper-scale with documentation in Notion,https://www.notion.so/blog/oyster-connected-documentation,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/70zrFLyThVzB26b6ZKF9gy/9fbb3767bfb938bf65064b653890264a/Oyster-Thumbnail-image.png",For Teams,Oyster added 500+ global employees in a matter of months. Here's the Notion setups that helped them do it. ,,,
Product teams: scale how you communicate with these marketing frameworks,https://www.notion.so/blog/scale-how-you-communicate-product-teams,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4fc5Xc0qk249AXmbmnamnM/914db69dd79ebdac96e3232a1ce78b79/mixpanel-docs-database.png",For Teams,Using systems can make the communication process an advantage instead of a burden.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/jgyiijyOvAvAYMgr3oGZQ/ec1ffb63bab78db11972d12be2aded3b/T024JLF7A-U048QBE7T36-e5e74eb80885-512.png",Drew Evans,Marketing
"Notion AI is here, for everyone",https://www.notion.so/blog/notion-ai-is-here-for-everyone,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/5rIcZtWMwsq2Cqv07yVOSs/8655c26db702fb6565e8ea83f2ca5b0c/ai_blog_thumb.png",Notion HQ,"Discover how Notion AI is augmenting human intellect and revolutionizing the way we work. From editing content to analyzing data, Notion AI is the ultimate personal assistant for anyone looking to work smarter, not harder.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/XtADuDGfu1aBt0o7FHA7P/e11bafcd6537fd0067e9b02323697495/Notion-Ivan.png",Ivan Zhao,Co-founder & CEO
Make your workplace bulletproof with risk assessment templates,https://www.notion.so/blog/risk-assessment-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1b1vDROjTpa8uJ73xNPnDX/66ab1073ca8e9a8211b42be33fbe89df/risk-assessment-template.png",For Teams,Don’t get caught off guard — use risk assessment templates to identify and evaluate potential threats and keep your workplace running smoothly.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
Streamline your team’s collaboration by learning how to build wikis,https://www.notion.so/blog/what-a-wiki-is,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/3jp9vwfoBDZdCAjxZ5lD3H/0d6bd775543089a65e21036b711f6e02/how-to-build-wikis.png",For Teams,"Improve team collaboration and productivity with an intuitive and thorough knowledge base. Learn what a wiki is and create one with Notion templates.
","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
Understanding project scope: A guide for beginners and experts,https://www.notion.so/blog/what-is-project-scope,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/7qcV97M3VHgqK8B93wJRdQ/262d14ac232690917759f45e8e94d3d6/project-charter.png",For Teams,Defining project scope is the first step of any successful project. Learn how to set a project scope and stay on track with our expert tips and step-by-step guide.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
Learn how to organize tasks to feel less overwhelmed,https://www.notion.so/blog/tasks,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4SEhV8gIYNA3hscxwAkCYx/cc43c9973788016131cbe03d73efa393/organize-tasks.png",For Teams,"Don't let a busy schedule get you down. We'll show you how to effectively manage your tasks and stay organized at work.
","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
How Notion hires,https://www.notion.so/blog/how-notion-hires,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/334xiPNzWcPlt85dy1jGwg/99602d9939d3285730800b2e2d2d6c15/how_notion_hires_thumb.png",Notion HQ,Our Chief People Officer shares openly about our hiring philosophy. ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Maryanne Brown Caughey,"Chief People Officer, Notion"
How to-do lists help boost productivity,https://www.notion.so/blog/to-dos,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6CQbO9yiKPoYX4CAfcg8bd/fad69c79132ad5433b49d4f0b8063b4f/to-do-list.png",For Teams,"Eliminate stress and boost productivity with our tips on to-do lists. Discover how to prioritize tasks and how templates can help you stay organized.
","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
Create a project timeline to visualize progress,https://www.notion.so/blog/project-timeline,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/3X49VJa8I8plapUkgFXwo8/06bae443f1842e7790f4c0ae5deb575d/project-timeline.png",For Teams,Use a project timeline to communicate your progress to stakeholders and stay on schedule. Find out how to create one in this comprehensive guide,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
Discover the importance of having a project baseline,https://www.notion.so/blog/baseline-project,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/7mesvGGtGuL8Sko1ftgSnW/19c4ab1cf4cb67fdc9a7bee3c8fa7395/project-basline.png",For Teams,"Discover the power of baselines for project management. Learn how to define, build, and use a project baseline to measure progress and ensure success.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
5 benefits of creating internal and external knowledge bases,https://www.notion.so/blog/knowledge-base,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1aYuWAR0J4nMBomct5TtYq/1ec7f6050f8e0d060e27a8d2c5c04434/internal-and-external-knowledge-base.png",For Teams,Streamline onboarding and save support staff time with comprehensive internal and external knowledge bases containing essential product and service information.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
"Top 12 best templates to help you hit your new year’s goals, at home and work",https://www.notion.so/blog/new-years-templates,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4Gj5KS5A89ft998tU8CDZo/e74be0e0613ee78c7cdc0cdd22d891a6/top-templates-thumb.png",Inspiration,"From a personal habit tracker to a central operating system for your team, try one or all of these templates to help you reflect, plan, and grow.","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Ben Smith,Community
Product manager versus project manager: Understanding key responsibilities,https://www.notion.so/blog/product-manager-vs-project-manager,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4JhMLXwVQq6JdP55lYS3KO/db5216efefd771f9f04b331719b96a6e/product-manager-vs-project-manager.png",For Teams,"We’ll explore product versus project manager roles, discussing different responsibilities and skills. Find out which role is right for you.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
How to visualize your project’s progress: Gantt charts,https://www.notion.so/blog/how-to-make-a-gantt-chart,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/7AIzh5rw9K5OeOQvnZrfCv/6fc659cca417de9e5ce097141cdabc29/gantt-chart.png",For Teams,"Gantt charts are a visual and intuitive way to track, manage, and schedule projects. We discuss how to make a Gantt chart to streamline project management.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
